Unique_member_identifier,City,StateProv,FSA,PointsTotal,LanguagePreference,gender,age_class
2DA5FD47-CECF-4249-9EC5-9FADA65A8E11,Calgary,AB,T3G,0,English,Female,25-34
91729776-B177-4D5A-9BF0-F7B10BC9FC16,Calgary,AB,T2X,1090,English,Female,18-24
54B6567D-B0BA-4C0B-90EB-55B72D251885,Vancouver,BC,V6B,935,English,Female,35-44
E56DB27C-EC06-4E1E-BF1F-E937F2E7AA10,Leamington,ON,N8H,5275,English,Male,18-24
AAFF494C-5FF2-4F20-9E6C-D673A0802561,New Westminster,BC,V3L,1691,English,Male,18-24
762A497C-49C4-4656-98EE-692C7A0624CA,Winnipeg,MB,R3Y,81,English,Female,25-34
E9D78629-881B-49B3-94E7-A45D5EEADAD2,Bathurst,NB,E2A,347,English,Male,18-24
F107A1B4-16A8-415C-A547-B61263517468,Kamloops,BC,V2B,0,English,Male,45-54
A9685209-F098-4BCB-85FB-DC620D083079,Toronto,ON,m3h,0,English,Female,18-24
9BF36BC0-8B6E-4D8A-859D-77E79E796CA3,Toronto,ON,m2n,1944,English,Male,25-34
F8C8AF8C-9E12-42E2-B1AF-FDAFA8FDAA9D,Saskatoon,SK,S7J,0,English,Female,25-34
429FF7E4-0A19-4DBB-9130-73E66FCB99FA,Oefh,ON,m1x,400,English,Male,14-17
81407410-AAEC-4F6C-B9B7-E429E59541D9,Calgary,AB,T2a,1389,English,Male,25-34
B78CD821-764E-4B4F-BB9B-041C6655881A,Winnipeg,MB,R3T,0,English,Female,55+
C67B42C0-AD24-4403-A996-5B21EC55E5AA,Kamloops,BC,V1S,2524,English,Male,25-34
E6A6EAAF-8F1A-4B9B-A53F-B94E5DDF3618,Surrey,BC,V3W,0,English,Male,14-17
AF9D5457-BFD6-49F1-AF2F-0690E342D1A8,Langley,BC,V1M,700,English,Male,35-44
B7CEFF87-2FC1-4EDF-B2BF-ABFE46ACDEB8,Vancouver,BC,V6E,14722,English,Male,25-34
A9C5A016-58CB-49F3-81CE-6C92BAFBCCDA,Newmarket,ON,L3Y,967,English,Male,55+
7645CD7D-62DC-4B1F-B2E7-9E41CF0A1933,London,ON,N6J,1237,English,Male,45-54
CED9CC77-0AA3-4960-BA4B-D740288E0495,Toronto,ON,M6K,0,English,Female,18-24
D7602C34-7B6B-47F3-B80A-3F693035973D,Ottawa,ON,K1l,0,English,Male,35-44
7B284B57-438E-4E5D-BA09-68D846ECF193,Victoria,BC,V9A,967,English,Male,55+
FF692B53-909B-4355-8483-D3CA9AC980AF,Airdrir,AB,T4B,646,English,Female,35-44
B70AC057-8EAB-4E5A-AA15-D62C22C2A9BA,Aylesford,NS,B0P,2260,English,Female,45-54
7980F2C5-B152-4C0D-A9B3-4C5E82D7344B,Mississauga,ON,L5N,1121,English,Male,35-44
43C57849-BBE3-4B23-8042-E3762CA21873,Corner Brook,NL,A2H,0,English,Male,25-34
FBDF946E-AB9F-4F06-830B-7C6810022724,Acton,ON,L7J,154,English,Male,14-17
0FDC39F0-F5F9-4997-B024-BD8D3ADD7119,Kanata,ON,K2L,613,English,Male,14-17
4C40D7A0-E40B-48DD-806C-326319A8D552,Oshawa,ON,L1G,379,English,Male,55+
D79C38DB-DB8E-4A9D-96DA-6C779E670130,Vancouv,BC,V6Z,1195,English,Male,45-54
BF2188DB-BDF3-48D5-A46A-E8E44F53D217,Vancouver,BC,V5v,435,English,Prefer not to answer,18-24
EA4419BC-2528-4096-81BC-94851A6E752D,St Johns,NL,A1C,0,English,Male,35-44
06104446-3244-41AE-A299-7D2B443C6A2D,Surrey,BC,V3X,2320,English,Female,18-24
BE786E13-F9EB-4906-BE15-2602119A2E0B,Etobicoke,ON,M9C,2607,English,Male,35-44
0155A020-E7A0-4239-B102-1A0070B5429B,Surrey,BC,V3s,1247,English,Male,14-17
F6D9DD00-64A3-4B15-9059-2A17AD22DC90,Oakville,ON,L6L,0,English,Male,35-44
AC6A2F1B-ED04-4B8F-92BA-E59EADDD61B7,Westmount,QC,H3Y,0,English,Female,55+
18088F2C-31FC-45D7-8F6C-4693014DD19E,St Johns,NL,A1B,1499,English,Male,18-24
D2AE13D2-6C9B-4CF9-A667-35B7E44A62FC,Montreal,QC,H3V,3562,French,Male,25-34
855BDFCC-E1D9-4192-A1BE-9FAEFFCBE8DD,Ottawa,ON,K2B,764,English,Male,25-34
166E332E-03BA-41B2-AD7B-8A14DB695CF7,Mississauga,ON,L5a,590,English,Male,18-24
A2623161-DCDE-4CEE-ADDF-8B642B5E9ED8,Toronto,ON,M4N,350,English,Male,18-24
FA2FCEC3-3A9E-4F6C-94A4-C02BFA1F3545,Markham,ON,L6B,540,English,Male,25-34
539BEF25-DEBB-4C45-AC03-5C1A5F9771BC,Montreal,QC,H3H,740,English,Male,25-34
17582603-6CA5-406E-9161-C2A4E54579E8,Scarborough,ON,M1N,1341,English,Female,45-54
E803B79B-ACC0-4194-B175-F6965457FE66,Grimsby,ON,m5c,0,English,Male,25-34
EA48CB8A-38C1-47EA-B336-733DA89A9EB6,Quebec,QC,G1C,625,French,Male,35-44
C265EAB0-C0BA-4C85-8735-7F25D289B982,The Pas,MB,R9A,186,English,Male,14-17
38F5F6DA-1DFA-4E2C-89E8-E334D3E61096,Grates Cove,NL,A0A,5035,English,Female,55+
C9177F46-3E1B-4774-986C-B191A9B76683,Winnipeg,MB,R3M,1442,English,Male,18-24
53E2AAFC-0FBE-479C-A355-36586A091841,Montroyal,QC,H3r,450,English,Female,35-44
7B95B864-5CE7-4130-A06E-B9F0239B9EC2,Toronto,YT,m9w,0,English,Male,55+
C695C30E-F52E-4086-8461-AAA6E6140BB0,Saskatoon,SK,S7K,0,English,Female,18-24
76D62A41-F704-4A3C-852B-6715B0E4CAE4,Boston Bar,BC,V0K,1841,English,Female,25-34
11541B92-137A-4097-BA41-E80F4162C158,Oakville,ON,L6H,753,English,Male,25-34
FDA95324-3915-46DA-959F-4E85DCAE41E4,Toronto,ON,M2R,0,English,Female,45-54
3F890495-D0FD-494F-A0C7-72B81D212D8D,Burnaby,BC,V5A,2637,English,Female,18-24
9C0B70DC-2A46-4F0E-B398-AAF81F69B27C,Brampton,ON,L6S,286,English,Male,35-44
B5B47984-CBDA-44B5-BA4F-992109562659,Oakville,ON,L6H,6,English,Female,35-44
A04FF92B-E476-4D50-8BCE-78063981E678,Mill Bay,BC,V0R,0,English,Male,45-54
8182CC34-C243-48CA-AE6E-8C01BABC804D,Burlington,ON,L7N,0,English,Female,14-17
83A18DB0-0DCF-437E-9B13-B4C681D0DCDC,Regina,SK,S4N,454,English,Female,25-34
D8BC5FC6-A403-4C4A-8542-C34731717964,Winnipeg,MB,R2C,20,English,Female,55+
E606A73C-0824-4613-A515-9FC031E26C48,Hamilton,ON,L8W,517,English,Female,25-34
C875B3B1-93CF-459F-A06C-A60F908C8BA8,North York,ON,M3B,0,English,Female,45-54
D6E303F3-9B3B-4C0E-91BE-D0F917F793C2,North York,ON,M6A,0,English,Male,55+
11A84474-F0E4-4BD2-AF58-A28AB6BD9986,Ottawa,ON,K1S,875,English,Female,25-34
9F8F1393-6B20-4F0C-9D02-3D81D269D014,Toronto,ON,M5T,400,English,Male,25-34
E27BEB55-5E28-4A81-955D-7549E03A3201,Coquitlam,BC,V3J,882,English,Female,55+
658A2E35-F452-4969-AB97-63C8086F7B63,Montreal,QC,H3W,3234,English,Female,18-24
6C26BD3B-A82D-4414-8FFD-7D0FE6DD54BB,Calgary,AB,T2A,3590,English,Female,18-24
8D7AD6B4-08F1-4925-9475-5906BD3FFF81,Mississauga,ON,L5H,1862,English,Male,45-54
4CF425E5-8B90-485D-A038-49E8A840F51F,Abbotsford,BC,v3g,0,English,Female,45-54
8255A275-425C-47F8-9AB9-2CC3C76B60E3,Hinchinbrooke,QC,J0S,0,English,Male,35-44
72CE1A92-3A37-43E7-85A5-6D0409D1CCB5,Stratford,ON,N5A,1309,English,Male,35-44
6337BF20-221B-4FCA-BCAD-96036F57950E,Thornhill,ON,l3t,0,English,Male,18-24
3EADFAB3-2283-4C7A-B529-23142683B607,Surrey,BC,v3v,550,English,Male,25-34
18E1042F-EFFE-4970-8F44-6D4A2182C93D,Toronto,ON,M4S,540,English,Female,25-34
219673B3-C7EB-46B0-8A10-502AA36A2026,Toronto,ON,M9P,1184,English,Female,25-34
451756EB-2C5B-4698-B5E6-712263B8438B,Regina,SK,S4W,369,English,Female,55+
B2B61EB7-4319-41E4-A574-252819D4A3DB,Montréal,QC,H1X,550,French,Male,25-34
8EC880DC-1029-48DA-B3EE-F61B3F35D937,Regina,SK,S4R,670,English,Female,25-34
3350480C-8BE0-41BC-A5C6-0A4E0712F23D,Moose Creek,ON,K0C,0,English,Female,45-54
C3E6A581-C653-43B4-8D6A-D43974995632,Brampton,ON,L6Z,2058,English,Male,18-24
003D9590-2B49-4CD9-8814-32CF143E4AB7,Brampton,ON,L6T,5525,English,Female,18-24
DCCB8882-7469-40B2-BEA9-B5337933CCF0,Smithfalls,ON,K7A,150,English,Female,14-17
05341939-8214-463C-B9CF-6BECC1D77D36,Thunder Bay,ON,P7A,1179,English,Male,55+
B38C3576-1DDA-40AA-999F-5B2E2CA3FA8F,Calgary,AB,T3j,1871,English,Female,35-44
B6702921-0346-4993-895A-4CD7F8A5261E,Bothwell,ON,N0p,1679,English,Female,35-44
E783B508-C44F-49AD-9721-356A47ED6325,Brooklin,ON,L1M,640,English,Male,35-44
23C7ABDE-9627-4A7E-8EFF-77262C3264BA,Waterdown,ON,L9H,1773,English,Male,18-24
139FFE5D-2024-45B4-AE42-BE2B6E181DD5,Montreal,QC,H2K,3929,French,Male,25-34
E31AFA34-0BEC-4CE4-83AB-06D0D4645C26,Ottawa,ON,K1C,495,English,Female,25-34
1142F3BF-032A-4942-A47C-075ABCFE6D3F,Vancouver,BC,V5N,557,English,Male,35-44
554BD154-C35A-4992-BDF6-AA7040CC902D,Jarvis,ON,N0A,1287,English,Female,18-24
E91C1BAC-F374-41E6-9A78-144A203C0FF6,Scotland,ON,N0E,498,English,Female,25-34
4E9FF99B-5D45-446B-9CD8-A7BE4B874C84,Surrey,BC,v3s,981,English,Male,25-34
AA1BDDF8-176E-4E71-A7A7-F2190B06B12B,Yorkton,SK,S3N,750,English,Female,14-17
C65416BC-8993-491B-8FD4-C2D2409E4ACD,Montrealnord,QC,H1G,636,French,Female,18-24
9222360A-019C-4192-9FA5-A3681774D007,Kelowna,BC,V1X,5317,English,Male,25-34
A2E154E2-798F-47B5-9C5F-F3BBB3087DDD,Edmonton,AB,T6P,288,English,Female,45-54
C3A1E5E4-937C-48C5-9E0F-61BFAAAC49DB,Calgary,AB,T2N,0,English,Male,45-54
4D4DAE1C-94F3-471B-B8A3-ADFCDB330932,Lethbridge,AB,T1H,0,English,Male,18-24
884CCA87-6D09-44AD-8BDE-DFB93BCD9686,Windsor,ON,N8N,0,English,Female,35-44
213D96E4-D79A-4BDB-8779-54B7041A219E,Scarborough,ON,m1w,0,English,Male,55+
2232863D-2333-4F1B-8951-9A1F8253D276,Montréal,QC,H2R,0,French,Female,45-54
04C4F487-8348-49C5-9697-769E4F7D0749,Montreal,QC,h1l,300,French,Male,35-44
EDDA65DC-305C-4ACE-AA50-37B237D68EDF,Burnaby,BC,v5j,631,English,Male,18-24
E8A9C823-32B2-45E4-89EC-CE7500082797,Leduc,AB,t4x,0,English,Male,25-34
B473F4B3-7E3D-420A-B62C-EB4E06B66E98,Barrie,ON,L4N,853,English,Female,18-24
D1923A1D-64DE-434D-B18F-1780577F16F6,Edmonton,AB,T5P,0,English,Male,55+
9B724270-2A86-4B82-9084-975F4F24281D,St Catharines,ON,L2R,1142,English,Female,35-44
33B45AE1-A38E-4F50-B377-A74A8C30B9B1,Edmonton,AB,t5e,232,English,Male,18-24
CFF3B9F1-739A-46E4-9546-7405E1B54F92,Quesnel,BC,V2j,785,English,Female,25-34
8413A146-8004-4DEC-A41F-37015AE1101B,Calgary,AB,T2Y,0,English,Female,55+
83BB5C6C-7A63-4822-8AC1-BC2DDEFD4DC6,Vancouver,BC,V6J,0,English,Male,35-44
CA86B81D-EB7C-449D-A113-D31481DC5C2C,Windsor,ON,N8X,0,English,Female,25-34
D35640D3-7FE9-4B19-BA82-E1B8D043A7F1,Hacketts Cove,NS,B3Z,1250,English,Female,45-54
2F39FC1A-E033-4F5F-9876-F0C519AA50F7,Kitchener,ON,N2B,35283,English,Male,45-54
B5877216-23B4-4B36-A02D-3800451911FC,Moncton,NB,E1C,321,English,Male,55+
B0BE855A-EFCB-448F-B02E-CA0AB87B6350,Little Ridge,NB,E3L,213,English,Male,14-17
64D3F210-63E4-47B9-8055-9AE39542E1C4,Coquitlam,BC,V3c,1841,English,Female,55+
C02CC12F-AE71-4391-A7FF-E77D92565F68,Surrey,BC,V3S,0,English,Male,25-34
86447D84-4977-4BC4-B3F8-CD54EBEDC9E1,Edmonton,AB,T5T,1827,English,Male,18-24
657264C3-A3D0-45ED-8989-B479B5E61187,Airdrie,AB,T4A,3321,English,Male,25-34
B4242CEA-82FD-4D4B-A3B8-A6FEE3073180,Port Perry,ON,L9L,1311,English,Male,35-44
4F7EB66E-2E4E-4E11-960A-67DFB70AC58C,Brampton,ON,l6s,456,English,Female,14-17
2DCDD4F4-5473-4BAF-89B8-89668634D1BF,Fall River,NS,B2T,0,English,Female,35-44
B94E6BB2-CDCF-41AA-8400-39DFDF5EEC70,North Vancouver,BC,V7j,650,English,Male,55+
F036E7F5-3A8E-4F37-B586-508B0A1139FF,Chateauguay,QC,j6k,900,English,Male,45-54
4A71B481-843D-4F4B-AF45-FF61E2494098,Vancouver,BC,V5W,655,English,Male,18-24
5356E785-C914-4AD6-8C63-25E684A92EB2,Amaranth,ON,l9w,2215,English,Male,14-17
57EDE66E-1674-453A-9B83-D3756C83CB5A,Halifax,NS,B3L,870,English,Male,45-54
EA5EC716-F155-46E3-A714-9CAD9F0416CE,Edmonton,AB,T6G,0,English,Male,25-34
09073643-E695-4EE2-9C7D-8FC5B85780E0,Barrie,ON,L4M,2014,English,Female,35-44
3DD00DEB-F219-482E-825C-F81611E7DAF7,Vancouver,BC,v6r,410,English,Male,14-17
2D94590E-B054-46AA-9BBB-7836719B87DE,Rodney,ON,N0L,550,English,Female,45-54
3A1EFFC9-70F6-4B06-85C0-260C969A8F93,Mississauga,ON,l4z,400,English,Male,45-54
25211B58-EF55-41A3-A1F7-E9848DDA6EE8,London,ON,N5Z,13,English,Male,25-34
D5A856CE-EC8E-4029-990C-8A994EDE90A4,Edmonton,AB,T6R,1389,English,Male,25-34
E948023F-D484-46D2-A3F8-68C93C54541A,Calgary,AB,T2W,422,English,Male,18-24
DBD19417-D924-4805-8BA4-9036E85247CC,Mississauga,ON,L5W,9094,English,Male,18-24
2FBC7E9D-EECA-41D5-8187-D220534FFA54,Brampton,ON,L6X,4546,English,Male,18-24
658D8E98-F6C8-423B-8F32-378961ECA645,Brampton,ON,L6Y,1884,English,Male,18-24
C66A591B-EEEB-4523-BB3C-7B04E1CE73D1,Mississauga,ON,L4T,4910,English,Male,18-24
FE83B205-9F6A-4B2D-BB6E-5B255738FADF,Welland,ON,L3C,143,English,Female,18-24
908A7F64-6410-4EA3-BDF3-10922C23DEAC,Brampton,ON,L6Y,473,English,Female,25-34
766D6D6E-A808-4D04-8714-7385D5EEF42E,Mississauga,ON,L5N,6405,English,Female,18-24
41A203A0-0E1E-4A16-96CC-A50E6B3CA38A,Quebec,QC,G1E,0,French,Male,45-54
5A407111-F349-43DC-AF09-C1A5F0DA9EA9,Collingwood,ON,L9Y,450,English,Female,55+
15EE8236-2BF4-45EF-8D40-EE12CD70494B,Dorval,QC,H4S,0,English,Female,25-34
8B7C8B34-6639-4DD7-B1CE-CD30DAC8E794,Fort Erie,ON,L2A,61,English,Female,14-17
8421EEC4-5840-4C28-8D9E-743C86A34F46,Sackville,NB,E4L,567,English,Female,45-54
214B71BF-08E7-4178-9E9F-8DC6FBF8A5F6,Sherwood Park,AB,T8B,2375,English,Female,18-24
3C655471-6B0B-42D8-B722-94A4F3DA3F6A,Dartmouth,NS,B2W,1517,English,Female,18-24
D0D8F215-2A79-4E2F-A507-919928039526,Peterborough,ON,K9h,0,English,Male,55+
00EDC7B9-DE73-4F9F-9E9D-CE00C2EA70F6,Parksville,BC,V9P,0,English,Prefer not to answer,45-54
1B8F9079-7332-48CD-A2D6-8476CF005EC2,Red Deer,AB,T4N,4977,English,Male,25-34
D5CBE63F-56D2-4C17-A0C8-C0513F80193B,Laval,QC,H7X,350,English,Female,55+
776C064C-E8FA-4F33-B121-4ED2F88F7FE0,Montrealnord,QC,H1G,3228,English,Male,25-34
6CD56539-2942-4165-A04F-72F18E72F284,Hamilton,ON,L8S,618,English,Female,18-24
102070DF-781B-44DE-AA7C-1AF8F13B008E,St John,NB,e2h,0,French,Male,25-34
4CE6D620-5E56-484B-93A3-CB5A8E1487C3,Calgary,AB,T1X,0,English,Male,35-44
085DF1BE-2381-4341-A387-54A10C17654E,Newmarket,ON,L3y,0,English,Male,18-24
BE0CFDF1-32C2-4D08-BB92-F6146B621397,Oshawa,ON,l1g,0,English,Female,25-34
3F694C73-201B-4336-8E56-15A316FAABCD,Edmonton,AB,T5Y,0,English,Female,45-54
FF22ECA1-29E7-450A-8E7E-63642B636043,Montréal,QC,H1T,420,French,Male,55+
69DB6C81-6C1C-4701-91E1-495334A5CB81,Scarborough,ON,M1J,5652,English,Female,18-24
8C0F9EBD-0F2E-48FF-9ADD-05EA08B974C1,Brampton,ON,L6Y,8540,English,Male,18-24
B4D3C36C-C972-443B-9823-30B3C70279DD,Toronto,ON,M3M,0,English,Male,45-54
EEE46825-4DAF-4B0F-895E-A1BE889A96D0,Saintjerome,QC,J7Z,0,French,Female,25-34
C6999664-FACB-4FAC-BDE2-078419C8425B,Victoriaville,QC,G6p,625,French,Female,18-24
34C2DB1E-74BE-4878-ABB7-6FBA09A14808,Guelph,ON,N1G,2361,English,Male,18-24
9FE7AC66-3DA4-409D-A4F6-8732FBBCAB90,Florencea,ON,M5J,0,English,Female,25-34
BD4EB53F-BAD9-4651-920B-CBA2E9E565CD,Tsawwassen,BC,v4l,720,English,Female,25-34
8AA962AE-9FE5-4BF4-83DE-8E46B61F4D9C,Delson,QC,j5b,0,English,Male,14-17
3F20916A-621A-4B8E-B63B-DAD50C4D2987,Scarborough,ON,M1G,3136,English,Female,18-24
16F4F770-CAF6-44B5-AA5C-688A490F9828,Ottawa,ON,K2B,0,English,Male,45-54
B92807B1-C359-439F-87D9-FBB28253C36E,Sudbury,ON,P3C,0,English,Male,25-34
8C33ACF1-928C-4239-9C67-682F851F11DC,Cornwall,PE,C0A,0,English,Female,35-44
3930105E-CE39-489F-A3B0-B14DA0935EE9,Montreal,QC,H3H,869,English,Male,18-24
EABB7787-A211-4CC3-A252-9483A7E0BE20,Mississauga,ON,L5W,500,English,Female,45-54
6DB1B85B-015E-40C6-9773-E4A951873ADD,Laval,QC,H7L,300,English,Female,14-17
7527E97B-CF59-417C-BE80-EF7345EFFD27,Coaldale,AB,t1m,1655,English,Female,14-17
6A8083CD-ED46-4575-AAEF-7DBF92118A7F,Oakville,ON,L6M,567,English,Female,25-34
151E6745-95EC-41EA-AB76-709069F1A567,Richmond,BC,V6Y,2466,English,Male,25-34
100C974C-908F-41A3-B70D-DF05AC7EB5D6,Saintjeansurrichelieu,QC,J3B,0,English,Female,25-34
366EE13B-AB88-47B1-B785-9783B529C7B2,Kitchener,ON,N2M,2196,English,Male,25-34
84215EEF-E444-40B9-8F62-42EF9115D2BF,Toronto,ON,M1L,1104,English,Female,18-24
8B2DA94A-72FF-4C6C-A05E-000D1EA3161C,Paradise,NL,A1l,1114,English,Female,45-54
8FF191AA-E0FC-4F4C-B5BB-64C2A51FCD00,Winnipeg,MB,R2j,1315,English,Male,14-17
233F25CC-A7BF-49CD-B445-921AEE3BA2D7,Huntsville,ON,P1H,2476,English,Female,35-44
4D5836D3-3379-4D91-962C-8BFBB23BA524,Toronto,ON,M2J,1015,English,Female,18-24
CD536A19-C89D-426E-9FBA-725539C67867,Toronto,ON,M5T,0,English,Female,18-24
A399C264-B323-424E-A455-800F32D2C162,Montreal,QC,H2E,650,English,Male,25-34
93E8D58E-4422-4837-9BFD-0F2138070FB8,London,ON,N5Y,4894,English,Male,45-54
66056701-33CD-4D0C-A6CC-E7AE058B75CB,Flesherton,ON,N0C,0,English,Female,55+
3B62A0C1-7622-406C-9F0A-D83F09652A10,Barrie,ON,L4M,715,English,Female,18-24
3547996E-D087-4126-B163-C71F01E92336,Hillsburgh,ON,n0b,1275,English,Female,55+
905B6D76-F8E0-428B-9DAD-C1A277860D2C,Toronto,ON,M1M,695,English,Male,14-17
EC834D3E-EE48-48EC-95F6-BB81BCDF58CA,Deloraine,MB,R0M,0,English,Female,45-54
BEF9E770-E843-4F87-A90D-65FE1F88634A,Kelowna,BC,v1y,1055,English,Female,18-24
07C7AD83-684E-4914-A8D9-6629435BC78A,Edmonton,AB,T6K,647,English,Male,25-34
F897680C-CB3A-45DA-A5F3-870D9F9F5F1F,Lasalle,ON,N9J,2619,English,Female,18-24
A3B666E4-EE5F-4B34-A517-D826EFB5EA38,Bedford,NS,B4A,1597,English,Female,35-44
D1817F5D-549B-4470-AB1F-54B0B2613FF9,Kapuskasing,ON,P5N,4,English,Male,18-24
CD4340E1-00BE-47E0-8173-858B22401635,Toronto,ON,m5a,470,English,Male,25-34
CBC9F6A3-4700-40EE-94F1-609E113945FD,Burnaby,BC,V5C,500,English,Female,35-44
A0C3E346-B9E0-4B54-A2E4-2C7C982622F3,Coquitlam,BC,V3B,666,English,Male,35-44
70099E68-FFAC-43E7-9B27-2B240FA3131C,Wyoming,ON,N0N,0,English,Female,25-34
23A00609-7F7A-4229-96B0-4AE73A818169,St Francois Xavier,MB,R4L,0,English,Female,25-34
3A8A4B3B-82AA-415A-84F6-DCFE709A2374,Calgary,AB,T3J,400,English,Male,18-24
728E534B-D5C1-4364-85D3-73B30AB5B782,Ottawa,ON,K1E,1317,English,Male,18-24
5BA36A5B-5D8F-4325-9B62-2346082CA5D5,Montreal,QC,H1V,736,French,Female,35-44
B599D52F-3177-4F6E-A84B-C36837E80273,Abbotsford,BC,V4X,800,English,Male,18-24
8CE4A6DB-6418-45F2-870A-172E65B151F4,Toronto,ON,M4K,5043,English,Female,45-54
AE282FD4-4A17-46CF-999A-9FE727578768,Ottawa,ON,K1J,1101,English,Female,25-34
CCADDBF7-3806-4422-81FE-AACF7F8E3F61,Calgary,AB,T2p,0,English,Female,25-34
E802AE67-AE78-447D-90C8-0AFF0D95FA31,Mississauga,ON,L5K,1824,English,Female,14-17
6FC90887-035B-4F8A-81A5-1A2C6B7255B9,Prince Albert,SK,S6V,0,English,Female,55+
19004A87-B851-4A9A-AEBB-9F99023A66D4,Montreal Nord,QC,H1h,400,English,Female,18-24
D01FB937-A619-4959-A299-1054E885D375,St Albert,AB,T8N,600,English,Male,25-34
C4A488B4-3DA5-4F70-80ED-E135DFE3A79C,Mississauga,ON,L5M,732,English,Male,25-34
4DFCA02B-A8EE-4763-8FBF-CA26F3873402,Edmonton,AB,T5K,4087,English,Male,35-44
9EFA747E-E079-4FDD-B116-4D0ECF46D460,Georgetown,ON,L7g,607,English,Female,45-54
E55134B3-8AD1-4164-A762-A60360F8B23F,Vancouver,BC,V6S,420,English,Male,18-24
32D29974-1E40-46C4-8E33-167EBC025C12,Edmonton,AB,T6R,0,English,Prefer not to answer,55+
096C40B0-3B82-4D54-98D0-66596C68B772,Vancouver,BC,V6g,1197,English,Female,25-34
E0B2A52B-3076-4F59-891E-7CDFF3D8EEA8,Harriston,ON,N0G,1645,English,Male,18-24
17511B17-5DBF-40C9-AB91-B827F519CF6C,Calgary,AB,T4J,0,English,Male,35-44
49529BD9-39EA-492B-BD02-BB21BF27058E,Ottawa,ON,K1T,5180,English,Male,35-44
E9679FDA-6E63-4E2F-B760-7F2F7A7D14A3,Port Perry,ON,L9L,5583,English,Male,35-44
5A136BC9-2E09-4082-B54B-758052977075,Scarborough,ON,M1H,6902,English,Male,18-24
61389DAD-DF2B-4E2C-A054-2BC078B15A28,Montreal,QC,h2k,420,French,Male,35-44
182C8B04-9029-421A-B18C-8A0E9FFE2350,Vernon,BC,V1T,1087,English,Male,25-34
E9E18853-2528-4302-832F-CA6CCDDDC4DF,Port Moody,BC,V3H,900,English,Female,35-44
4AC3DFFE-035A-4D99-99B1-1276D8568900,North Vancouver,BC,V7N,1340,English,Male,25-34
9DE42E54-F7DD-4CB6-A8B7-FC58F1A39A11,East York,ON,M4G,802,English,Male,35-44
B06436D0-18C3-4489-8692-182FC56F8071,Toronto,ON,M4C,2941,English,Male,45-54
9DA20889-1673-4FDE-9AD1-91953DE8B62F,Kirkton,ON,N0K,869,English,Male,14-17
7672172A-6893-4412-A348-2ABA4F23E9AD,Chelmsford,ON,P0M,148,English,Male,18-24
D9521929-A30D-427E-B10A-3BE28CB29761,Mississauga,ON,L5M,0,English,Female,55+
A0256F83-EB45-4C98-96E9-AC13C93135AE,New Glasgow,NS,B2H,0,English,Female,25-34
78C50EC3-6CFB-4E28-9C10-D2180C067FCC,Mississauga,ON,L5N,734,English,Male,35-44
DF6CFFCC-BE1F-4B2C-83B9-EF55BE8F445C,Surrey,BC,V4N,2861,English,Female,25-34
F206D493-EB89-432C-88E4-D186F49582A5,Edmonton,AB,T5W,140,English,Female,25-34
20EB2884-AEB5-4BE3-B8E6-B1468E1CA667,Mississauga,ON,L5B,0,English,Female,35-44
7AAF8B68-29AC-4FE1-B1AE-7CADE0517AD1,Toronto,ON,M5P,0,English,Female,55+
48CA43BB-F96F-40AA-A0E5-EECB5559E7B6,St Jean,QC,J2Y,100,French,Male,18-24
F4F2F677-60EF-4C0B-A029-8D7D67ADAFB2,Vancouver,BC,V5N,700,English,Prefer not to answer,25-34
3AE84CF2-C6BA-46B7-B6B5-93639E547BB7,Sturgeon County,AB,T8T,0,English,Female,14-17
4E93BECF-09A5-469B-A019-B48B28A49CDB,Mississauga,ON,L5M,0,English,Male,45-54
DFEB46AD-F3D9-466A-9473-DFA2A4BC8F78,Surrey,BC,V3W,1283,English,Female,14-17
DB93A023-C317-4C37-9436-CC8A7E6FDF43,Richmond,BC,V6Y,1266,English,Female,18-24
A0FA1D7D-6F71-468E-ACAD-567808BC2179,Toronto,ON,M4M,1039,English,Male,25-34
3789B6EB-F120-4C15-98B4-ECFE9B3FB62A,Brampton,ON,L6X,133,English,Male,55+
46456E24-62FC-450F-BD15-A5CDD02AD008,Richmond Hill,ON,l4c,389,English,Male,25-34
EF0FBA62-7F98-44AD-8013-0BDFAD0319C2,Toronto,ON,M4J,1100,English,Female,25-34
68CD6DD8-ED74-43E9-8DB7-0FBCC1F16DDD,Scotland,ON,n0e,654,English,Male,55+
D70AD971-3EEC-4BC9-B5CA-7AD9BE54F526,Windsor,ON,N8T,6893,English,Female,18-24
5B1FE4EC-7DFA-403E-8BA6-89F4DC7A4263,Unionville,ON,L3R,207,English,Female,55+
49B94522-A193-4BE5-B4EA-46452E00CE77,Toronto,ON,M5J,1740,English,Male,25-34
B15050FA-5EBF-43C4-91CA-A0C58425E1BA,Winnipeg,MB,R2W,0,English,Male,45-54
F7D352FB-4BE5-4D5E-AF0B-ED57AE15B4A3,Etobicoke,ON,M8W,5532,English,Male,18-24
EC63A479-9F14-408C-B8B0-B416797FF2CB,London,ON,N6K,1307,English,Female,45-54
3BAFA7A7-1DAC-4349-9190-3FDBE4A1F902,Vancouver,BC,V5P,3233,English,Female,45-54
B4D74488-3DC5-4090-B495-DA3E4783054F,Winnipeg,MB,r3t,0,English,Female,18-24
